yolo_id,name,train_count,test_count,total_count
3472,3848,4,0,4
3473,3849,4,0,4
3474,3850,4,0,4
3475,3851,4,0,4
3476,3852,4,0,4
3477,3853,4,0,4
3478,3854,4,0,4
3479,3855,4,0,4
3480,3856,4,0,4
3481,3857,4,0,4
3482,3858,4,0,4
3483,3859,4,0,4
3494,3870,4,0,4
3495,3871,4,0,4
3496,3872,4,0,4
3497,3873,4,0,4
3498,3874,4,0,4
3499,3875,4,0,4
3500,3876,4,0,4
3501,3877,4,0,4
3502,3878,4,0,4
3503,3879,4,0,4
3504,3880,4,0,4
3505,3881,4,0,4
3506,3882,4,0,4
3507,3883,4,0,4
3508,3884,4,0,4
3509,3885,4,0,4
3510,3886,4,0,4
3511,3887,4,0,4
3512,3888,4,0,4
3513,3889,4,0,4
3514,3890,4,0,4
3519,3895,4,0,4
3523,3899,4,0,4
3524,3900,4,0,4
3525,3901,4,0,4
3553,3929,4,0,4
3558,3934,4,0,4
3559,3935,4,0,4
3560,3936,4,0,4
3561,3937,4,0,4
3562,3938,4,0,4
3563,3939,4,0,4
3564,3940,4,0,4
3565,3941,4,0,4
3566,3942,4,0,4
3575,3951,4,0,4
3577,3953,4,0,4
3682,4107,4,0,4
3789,4214,4,0,4
3806,4231,4,0,4
3807,4232,2,2,4
3813,4238,4,0,4
3827,4252,4,0,4
3839,4265,4,0,4
3860,4286,4,0,4
3866,4292,4,0,4
3878,4304,4,0,4
3930,4360,4,0,4
3942,4373,4,0,4
3956,4410,4,0,4
3980,4434,4,0,4
3984,4438,4,0,4
3991,4445,4,0,4
4004,4458,4,0,4
4018,4473,4,0,4
4028,4483,4,0,4
4033,4488,4,0,4
4085,4541,4,0,4
4100,4556,4,0,4
4132,4587,4,0,4
4174,4629,4,0,4
4187,4642,4,0,4
4203,4658,4,0,4
4211,4666,4,0,4
4257,4712,4,0,4
4269,4724,4,0,4
4282,4737,4,0,4
4289,4744,4,0,4
4307,4762,4,0,4
4324,4779,4,0,4
4363,4819,4,0,4
4401,5310,4,0,4
4416,5325,0,4,4
4417,5326,0,4,4
4421,5330,4,0,4
4490,MC,4,0,4
104,0104,3,0,3
122,0123,3,0,3
135,0138,3,0,3
148,0151,3,0,3
165,0169,3,0,3
214,0218,3,0,3
242,0246,3,0,3
267,0273,3,0,3
278,0284,2,1,3
291,0300,3,0,3
294,0303,3,0,3
362,0374,0,3,3
419,0516,3,0,3
451,0549,3,0,3
466,0564,3,0,3
509,0608,3,0,3
526,0625,3,0,3
558,0657,3,0,3
564,0663,3,0,3
583,0682,3,0,3
590,0689,3,0,3
604,0703,3,0,3
620,0719,3,0,3
651,0750,3,0,3
669,0768,3,0,3
691,0791,3,0,3
692,0792,3,0,3
710,0810,3,0,3
727,0827,3,0,3
737,0838,3,0,3
754,0856,0,3,3
763,0865,3,0,3
766,0868,3,0,3
771,0873,3,0,3
778,0880,3,0,3
781,0883,3,0,3
795,0897,3,0,3
846,0948,3,0,3
860,0962,3,0,3
878,0980,3,0,3
881,0983,3,0,3
934,1037,3,0,3
935,1038,3,0,3
945,1048,3,0,3
946,1049,3,0,3
947,1050,3,0,3
948,1051,3,0,3
949,1052,3,0,3
951,1054,3,0,3
961,1067,3,0,3
965,1071,3,0,3
985,1091,3,0,3
999,1105,3,0,3
1004,1110,3,0,3
1213,1346,3,0,3
1215,1348,3,0,3
1224,1357,3,0,3
1242,1376,0,3,3
1256,1390,3,0,3
1305,1440,3,0,3
1363,1499,3,0,3
1366,1502,3,0,3
1384,1520,3,0,3
1393,1529,3,0,3
1430,1566,3,0,3
1433,1569,3,0,3
1457,1594,3,0,3
1466,1603,3,0,3
1473,1610,3,0,3
1495,1633,1,2,3
1545,1683,3,0,3
1553,1691,3,0,3
1622,1860,3,0,3
1653,1893,3,0,3
1665,1905,0,3,3
1669,1909,0,3,3
1680,2001,3,0,3
1698,2018,3,0,3
1712,2033,3,0,3
1749,2071,3,0,3
1762,2084,3,0,3
1763,2085,3,0,3
1774,2096,3,0,3
1775,2097,3,0,3
1839,2161,3,0,3
1842,2164,3,0,3
1864,2186,2,1,3
1865,2187,2,1,3
1899,2222,2,1,3
1906,2229,2,1,3
1923,2246,3,0,3
1931,2255,3,0,3
1952,2276,3,0,3
1968,2293,3,0,3
1969,2294,3,0,3
1971,2296,3,0,3
1985,2310,0,3,3
1991,2316,0,3,3
1998,2323,3,0,3
2032,2359,3,0,3
2041,2369,3,0,3
2048,2376,3,0,3
2049,2377,3,0,3
2064,2393,3,0,3
2069,2398,3,0,3
2091,2421,3,0,3
2128,2459,3,0,3
2130,2461,3,0,3
2131,2462,3,0,3
2135,2466,3,0,3
2148,2479,3,0,3
2163,2494,3,0,3
2164,2495,3,0,3
2165,2496,3,0,3
2166,2497,3,0,3
2167,2498,3,0,3
2168,2499,3,0,3
2170,2501,3,0,3
2171,2502,3,0,3
2172,2503,3,0,3
2173,2504,3,0,3
2174,2505,3,0,3
2176,2507,3,0,3
2178,2509,3,0,3
2179,2510,3,0,3
2180,2511,3,0,3
2185,2516,3,0,3
2189,2520,3,0,3
2190,2521,3,0,3
2191,2522,3,0,3
2192,2523,3,0,3
2193,2524,3,0,3
2194,2525,3,0,3
2195,2526,3,0,3
2196,2527,3,0,3
2197,2528,3,0,3
2198,2529,3,0,3
2199,2530,3,0,3
2200,2531,3,0,3
2201,2532,3,0,3
2202,2533,3,0,3
2206,2537,3,0,3
2207,2538,3,0,3
2208,2539,3,0,3
2209,2540,3,0,3
2212,2543,3,0,3
2213,2544,3,0,3
2215,2546,3,0,3
2216,2547,3,0,3
2217,2548,3,0,3
2218,2549,3,0,3
2219,2550,3,0,3
2220,2551,3,0,3
2221,2552,3,0,3
2222,2553,3,0,3
2223,2554,3,0,3
2225,2556,3,0,3
2226,2557,3,0,3
2227,2558,3,0,3
2228,2559,3,0,3
2229,2560,3,0,3
2230,2561,3,0,3
2231,2562,3,0,3
2232,2563,3,0,3
2233,2564,3,0,3
2234,2565,3,0,3
2235,2566,3,0,3
2236,2567,3,0,3
2237,2568,3,0,3
2238,2569,3,0,3
2239,2570,3,0,3
2240,2571,3,0,3
2241,2572,3,0,3
2242,2573,3,0,3
2243,2574,3,0,3
2244,2575,3,0,3
2245,2576,3,0,3
2246,2577,3,0,3
2247,2578,3,0,3
2248,2579,3,0,3
2253,2584,3,0,3
2255,2587,3,0,3
2261,2593,3,0,3
2263,2595,3,0,3
2287,2619,3,0,3
2289,2621,3,0,3
2297,2629,3,0,3
2302,2634,3,0,3
2309,2641,3,0,3
2313,2645,3,0,3
2338,2681,3,0,3
2358,2701,3,0,3
2362,2705,3,0,3
2382,2725,3,0,3
2394,2737,3,0,3
2396,2739,3,0,3
2399,2742,3,0,3
2446,2789,3,0,3
2465,2808,3,0,3
2477,2820,3,0,3
2491,2834,3,0,3
2510,2853,3,0,3
2519,2862,3,0,3
2538,2881,3,0,3
2585,2929,3,0,3
2592,2936,3,0,3
2598,2943,3,0,3
2643,2990,3,0,3
2645,2992,3,0,3
2663,3010,3,0,3
2676,3023,3,0,3
2682,3029,3,0,3
2685,3032,3,0,3
2695,3042,3,0,3
2714,3061,3,0,3
2715,3062,3,0,3
2760,3120,3,0,3
2768,3128,3,0,3
2832,3197,3,0,3
2846,3211,3,0,3
2857,3222,3,0,3
2860,3225,3,0,3
2865,3230,3,0,3
2871,3237,3,0,3
2876,3242,3,0,3
2893,3259,3,0,3
2905,3272,3,0,3
2921,3288,3,0,3
2970,3337,3,0,3
3066,3433,3,0,3
3069,3436,3,0,3
3081,3448,3,0,3
3089,3456,3,0,3
3100,3467,3,0,3
3120,3488,3,0,3
3122,3490,3,0,3
3154,3522,3,0,3
3158,3526,3,0,3
3173,3541,3,0,3
3175,3543,3,0,3
3176,3544,3,0,3
3193,3562,3,0,3
3217,3592,3,0,3
3233,3608,3,0,3
3234,3609,3,0,3
3236,3611,3,0,3
3237,3612,3,0,3
3272,3647,3,0,3
3277,3652,3,0,3
3308,3684,3,0,3
3309,3685,3,0,3
3310,3686,3,0,3
3311,3687,3,0,3
3312,3688,3,0,3
3318,3694,3,0,3
3319,3695,3,0,3
3320,3696,3,0,3
3324,3700,3,0,3
3330,3706,3,0,3
3332,3708,3,0,3
3333,3709,3,0,3
3334,3710,3,0,3
3336,3712,3,0,3
3346,3722,3,0,3
3422,3798,3,0,3
3428,3804,3,0,3
3448,3824,3,0,3
3449,3825,3,0,3
3450,3826,3,0,3
3451,3827,3,0,3
3452,3828,3,0,3
3453,3829,3,0,3
3454,3830,3,0,3
3455,3831,3,0,3
3457,3833,3,0,3
3515,3891,3,0,3
3516,3892,3,0,3
3517,3893,3,0,3
3518,3894,3,0,3
3520,3896,3,0,3
3521,3897,3,0,3
3522,3898,3,0,3
3526,3902,3,0,3
3527,3903,3,0,3
3528,3904,3,0,3
3529,3905,3,0,3
3530,3906,3,0,3
3531,3907,3,0,3
3532,3908,3,0,3
3533,3909,3,0,3
3534,3910,3,0,3
3535,3911,3,0,3
3536,3912,3,0,3
3537,3913,3,0,3
3538,3914,3,0,3
3539,3915,3,0,3
3540,3916,3,0,3
3541,3917,3,0,3
3542,3918,3,0,3
3543,3919,3,0,3
3544,3920,3,0,3
3545,3921,3,0,3
3546,3922,3,0,3
3547,3923,3,0,3
3548,3924,3,0,3
3549,3925,3,0,3
3550,3926,3,0,3
3551,3927,3,0,3
3552,3928,3,0,3
3554,3930,3,0,3
3556,3932,3,0,3
3608,3984,3,0,3
3613,3989,3,0,3
3625,4001,3,0,3
3680,4105,3,0,3
3687,4112,3,0,3
3688,4113,3,0,3
3689,4114,3,0,3
3690,4115,3,0,3
3691,4116,3,0,3
3692,4117,3,0,3
3693,4118,3,0,3
3694,4119,3,0,3
3695,4120,3,0,3
3696,4121,3,0,3
3697,4122,3,0,3
3698,4123,3,0,3
3699,4124,3,0,3
3700,4125,3,0,3
3701,4126,3,0,3
3702,4127,3,0,3
3703,4128,3,0,3
3704,4129,3,0,3
3705,4130,3,0,3
3706,4131,3,0,3
3707,4132,3,0,3
3711,4136,3,0,3
3718,4143,3,0,3
3719,4144,3,0,3
3779,4204,3,0,3
3780,4205,3,0,3
3781,4206,3,0,3
3793,4218,3,0,3
3841,4267,3,0,3
3849,4275,0,3,3
3852,4278,3,0,3
3853,4279,3,0,3
3858,4284,3,0,3
3883,4309,3,0,3
3895,4321,3,0,3
3910,4337,3,0,3
3947,4401,3,0,3
3957,4411,3,0,3
3977,4431,3,0,3
3992,4446,3,0,3
4010,4465,3,0,3
4015,4470,3,0,3
4020,4475,3,0,3
4058,4514,3,0,3
4082,4538,3,0,3
4084,4540,3,0,3
4094,4550,3,0,3
4098,4554,3,0,3
4104,4560,3,0,3
4136,4591,3,0,3
4161,4616,3,0,3
4163,4618,3,0,3
4164,4619,3,0,3
4167,4622,3,0,3
4170,4625,3,0,3
4175,4630,3,0,3
4178,4633,3,0,3
4233,4688,3,0,3
4272,4727,3,0,3
4276,4731,3,0,3
4290,4745,3,0,3
4298,4753,3,0,3
4301,4756,3,0,3
4305,4760,3,0,3
4322,4777,3,0,3
4355,4811,3,0,3
4358,4814,3,0,3
4362,4818,3,0,3
4380,4843,3,0,3
4396,5305,3,0,3
4397,5306,3,0,3
4408,5317,3,0,3
4413,5322,3,0,3
4427,5336,3,0,3
4484,LM,3,0,3
4531,XX,3,0,3
82,0082,2,0,2
97,0097,2,0,2
140,0143,2,0,2
143,0146,2,0,2
209,0213,2,0,2
236,0240,2,0,2
237,0241,2,0,2
239,0243,2,0,2
253,0258,2,0,2
271,0277,2,0,2
273,0279,2,0,2
274,0280,2,0,2
275,0281,2,0,2
280,0286,2,0,2
285,0293,2,0,2
307,0316,2,0,2
332,0342,2,0,2
333,0343,2,0,2
348,0360,2,0,2
365,0377,0,2,2
366,0378,0,2,2
387,0400,2,0,2
402,0416,2,0,2
406,0503,2,0,2
425,0522,1,1,2
464,0562,2,0,2
472,0571,2,0,2
496,0595,2,0,2
567,0666,1,1,2
572,0671,2,0,2
573,0672,2,0,2
579,0678,2,0,2
580,0679,2,0,2
588,0687,1,1,2
610,0709,2,0,2
633,0732,2,0,2
645,0744,2,0,2
646,0745,2,0,2
650,0749,2,0,2
693,0793,2,0,2
720,0820,2,0,2
734,0834,2,0,2
736,0837,2,0,2
742,0843,2,0,2
743,0844,2,0,2
764,0866,2,0,2
775,0877,2,0,2
779,0881,2,0,2
780,0882,2,0,2
785,0887,2,0,2
787,0889,2,0,2
800,0902,2,0,2
838,0940,2,0,2
841,0943,2,0,2
866,0968,2,0,2
874,0976,2,0,2
875,0977,2,0,2
891,0993,2,0,2
893,0995,2,0,2
894,0996,2,0,2
895,0997,2,0,2
896,0998,2,0,2
897,0999,2,0,2
908,1010,1,1,2
910,1012,1,1,2
915,1017,1,1,2
929,1032,2,0,2
933,1036,2,0,2
936,1039,2,0,2
937,1040,2,0,2
938,1041,2,0,2
953,1057,2,0,2
963,1069,2,0,2
964,1070,2,0,2
975,1081,2,0,2
977,1083,2,0,2
979,1085,2,0,2
1001,1107,2,0,2
1002,1108,2,0,2
1023,1131,2,0,2
1032,1141,2,0,2
1062,1173,2,0,2
1085,1217,2,0,2
1165,1297,2,0,2
1229,1362,2,0,2
1230,1363,2,0,2
1232,1365,2,0,2
1263,1397,2,0,2
1267,1401,2,0,2
1281,1415,2,0,2
1300,1435,2,0,2
1306,1441,2,0,2
1318,1453,2,0,2
1323,1458,2,0,2
1333,1468,2,0,2
1335,1470,2,0,2
1339,1474,2,0,2
1349,1484,2,0,2
1352,1488,2,0,2
1382,1518,2,0,2
1390,1526,2,0,2
1396,1532,2,0,2
1398,1534,2,0,2
1435,1571,2,0,2
1455,1591,2,0,2
1464,1601,2,0,2
1472,1609,2,0,2
1474,1611,2,0,2
1479,1617,2,0,2
1493,1631,2,0,2
1494,1632,2,0,2
1534,1672,2,0,2
1546,1684,2,0,2
1554,1692,2,0,2
1560,1698,2,0,2
1574,1811,2,0,2
1577,1814,2,0,2
1578,1815,2,0,2
1579,1816,2,0,2
1583,1820,2,0,2
1584,1821,2,0,2
1597,1834,2,0,2
1605,1842,2,0,2
1614,1851,2,0,2
1615,1852,2,0,2
1644,1884,2,0,2
1666,1906,2,0,2
1687,20073,2,0,2
1690,2010,2,0,2
1704,2024,2,0,2
1711,2032,2,0,2
1715,2036,2,0,2
1723,2044,2,0,2
1726,2047,2,0,2
1729,2050,2,0,2
1767,2089,2,0,2
1772,2094,2,0,2
1776,2098,2,0,2
1779,2101,2,0,2
1783,2105,2,0,2
1789,2111,2,0,2
1790,2112,2,0,2
1792,2114,2,0,2
1793,2115,2,0,2
1801,2123,2,0,2
1802,2124,2,0,2
1816,2138,2,0,2
1826,2148,2,0,2
1827,2149,2,0,2
1828,2150,2,0,2
1830,2152,2,0,2
1840,2162,2,0,2
1846,2168,2,0,2
1847,2169,2,0,2
1849,2171,2,0,2
1877,2199,2,0,2
1886,2209,1,1,2
1891,2214,0,2,2
1903,2226,1,1,2
1904,2227,1,1,2
1905,2228,1,1,2
1921,2244,2,0,2
1922,2245,2,0,2
1924,2247,2,0,2
1929,2253,2,0,2
1930,2254,2,0,2
1948,2272,2,0,2
1951,2275,2,0,2
1953,2277,2,0,2
1960,2284,2,0,2
1961,2285,2,0,2
1962,2286,2,0,2
1976,2301,1,1,2
1999,2324,2,0,2
2000,2325,2,0,2
2001,2326,2,0,2
2007,2332,2,0,2
2014,2339,2,0,2
2028,2355,2,0,2
2035,2362,2,0,2
2036,2363,2,0,2
2038,2365,2,0,2
2047,2375,2,0,2
2050,2379,2,0,2
2051,2380,2,0,2
2052,2381,2,0,2
2062,2391,2,0,2
2063,2392,2,0,2
2066,2395,2,0,2
2068,2397,2,0,2
2074,2403,0,2,2
2075,2404,0,2,2
2076,2406,2,0,2
2077,2407,2,0,2
2092,2422,2,0,2
2094,2424,2,0,2
2116,2446,1,1,2
2126,2457,2,0,2
2132,2463,2,0,2
2147,2478,2,0,2
2151,2482,2,0,2
2153,2484,2,0,2
2154,2485,2,0,2
2155,2486,2,0,2
2156,2487,2,0,2
2157,2488,2,0,2
2159,2490,2,0,2
2183,2514,2,0,2
2186,2517,2,0,2
2210,2541,2,0,2
2224,2555,2,0,2
2258,2590,2,0,2
2260,2592,2,0,2
2262,2594,2,0,2
2270,2602,2,0,2
2272,2604,2,0,2
2277,2609,2,0,2
2282,2614,2,0,2
2284,2616,2,0,2
2286,2618,2,0,2
2291,2623,2,0,2
2293,2625,2,0,2
2299,2631,2,0,2
2300,2632,2,0,2
2306,2638,2,0,2
2311,2643,2,0,2
2323,2655,2,0,2
2354,2697,2,0,2
2359,2702,2,0,2
2364,2707,2,0,2
2366,2709,2,0,2
2377,2720,2,0,2
2378,2721,2,0,2
2381,2724,2,0,2
2383,2726,2,0,2
2385,2728,2,0,2
2387,2730,2,0,2
2390,2733,2,0,2
2450,2793,2,0,2
2459,2802,2,0,2
2460,2803,2,0,2
2464,2807,2,0,2
2466,2809,2,0,2
2470,2813,2,0,2
2486,2829,2,0,2
2507,2850,2,0,2
2511,2854,2,0,2
2512,2855,2,0,2
2513,2856,2,0,2
2514,2857,2,0,2
2515,2858,2,0,2
2516,2859,2,0,2
2518,2861,2,0,2
2520,2863,2,0,2
2521,2864,2,0,2
2522,2865,2,0,2
2523,2866,2,0,2
2524,2867,2,0,2
2526,2869,2,0,2
2527,2870,2,0,2
2533,2876,2,0,2
2534,2877,2,0,2
2535,2878,2,0,2
2536,2879,2,0,2
2537,2880,2,0,2
2539,2882,2,0,2
2540,2883,2,0,2
2541,2884,2,0,2
2542,2885,2,0,2
2543,2886,2,0,2
2545,2888,2,0,2
2546,2889,2,0,2
2547,2890,2,0,2
2548,2891,2,0,2
2549,2892,2,0,2
2550,2893,2,0,2
2573,2917,2,0,2
2575,2919,2,0,2
2577,2921,2,0,2
2580,2924,2,0,2
2583,2927,2,0,2
2588,2932,2,0,2
2589,2933,2,0,2
2594,2939,2,0,2
2595,2940,2,0,2
2596,2941,2,0,2
2602,2947,2,0,2
2603,2948,2,0,2
2604,2949,2,0,2
2605,2950,2,0,2
2606,2951,2,0,2
2607,2952,2,0,2
2608,2953,2,0,2
2609,2954,2,0,2
2611,2956,2,0,2
2612,2957,2,0,2
2613,2958,2,0,2
2614,2959,2,0,2
2615,2960,2,0,2
2616,2961,2,0,2
2617,2962,2,0,2
2618,2963,2,0,2
2619,2964,2,0,2
2620,2965,2,0,2
2621,2966,2,0,2
2622,2967,2,0,2
2623,2968,2,0,2
2624,2969,2,0,2
2625,2970,2,0,2
2628,2973,2,0,2
2639,2984,2,0,2
2641,2987,2,0,2
2646,2993,2,0,2
2650,2997,2,0,2
2654,3001,2,0,2
2655,3002,2,0,2
2656,3003,2,0,2
2657,3004,2,0,2
2658,3005,2,0,2
2659,3006,2,0,2
2660,3007,2,0,2
2662,3009,2,0,2
2666,3013,2,0,2
2667,3014,2,0,2
2679,3026,2,0,2
2683,3030,2,0,2
2684,3031,2,0,2
2686,3033,2,0,2
2687,3034,2,0,2
2688,3035,2,0,2
2689,3036,2,0,2
2690,3037,2,0,2
2691,3038,2,0,2
2692,3039,2,0,2
2693,3040,2,0,2
2694,3041,2,0,2
2696,3043,2,0,2
2697,3044,2,0,2
2698,3045,2,0,2
2706,3053,2,0,2
2707,3054,2,0,2
2708,3055,2,0,2
2709,3056,2,0,2
2710,3057,2,0,2
2711,3058,2,0,2
2713,3060,2,0,2
2728,3076,2,0,2
2729,3077,2,0,2
2730,3078,2,0,2
2731,3079,2,0,2
2734,3082,2,0,2
2735,3083,2,0,2
2736,3084,2,0,2
2737,3085,2,0,2
2738,3086,2,0,2
2739,3087,2,0,2
2740,3088,2,0,2
2741,3089,2,0,2
2759,3119,2,0,2
2761,3121,2,0,2
2763,3123,2,0,2
2769,3129,2,0,2
2771,3131,2,0,2
2777,3138,2,0,2
2779,3140,2,0,2
2781,3142,2,0,2
2785,3146,2,0,2
2790,3151,2,0,2
2791,3152,2,0,2
2814,3177,2,0,2
2815,3178,2,0,2
2822,3185,2,0,2
2825,3188,2,0,2
2831,3194,2,0,2
2840,3205,2,0,2
2858,3223,2,0,2
2868,3233,2,0,2
2881,3247,2,0,2
2889,3255,2,0,2
2890,3256,2,0,2
2891,3257,2,0,2
2922,3289,2,0,2
2925,3292,2,0,2
2933,3300,2,0,2
2939,3306,2,0,2
2940,3307,2,0,2
2941,3308,2,0,2
2942,3309,2,0,2
2943,3310,2,0,2
2944,3311,2,0,2
2945,3312,2,0,2
2946,3313,2,0,2
2958,3325,2,0,2
2964,3331,2,0,2
2966,3333,2,0,2
2967,3334,2,0,2
3064,3431,2,0,2
3068,3435,2,0,2
3077,3444,2,0,2
3095,3462,2,0,2
3096,3463,2,0,2
3153,3521,2,0,2
3159,3527,2,0,2
3160,3528,2,0,2
3177,3545,2,0,2
3190,3559,2,0,2
3192,3561,2,0,2
3194,3563,2,0,2
3209,3578,2,0,2
3218,3593,2,0,2
3219,3594,2,0,2
3220,3595,2,0,2
3221,3596,2,0,2
3222,3597,2,0,2
3223,3598,2,0,2
3224,3599,2,0,2
3225,3600,2,0,2
3266,3641,2,0,2
3268,3643,2,0,2
3270,3645,2,0,2
3274,3649,2,0,2
3275,3650,2,0,2
3276,3651,2,0,2
3278,3653,2,0,2
3313,3689,2,0,2
3321,3697,2,0,2
3323,3699,2,0,2
3326,3702,2,0,2
3331,3707,2,0,2
3338,3714,2,0,2
3342,3718,2,0,2
3343,3719,2,0,2
3350,3726,2,0,2
3398,3774,2,0,2
3405,3781,2,0,2
3411,3787,2,0,2
3414,3790,2,0,2
3420,3796,2,0,2
3421,3797,2,0,2
3426,3802,2,0,2
3427,3803,2,0,2
3429,3805,2,0,2
3456,3832,2,0,2
3555,3931,2,0,2
3584,3960,2,0,2
3589,3965,2,0,2
3614,3990,2,0,2
3644,4020,2,0,2
3676,4101,2,0,2
3683,4108,2,0,2
3686,4111,2,0,2
3708,4133,2,0,2
3709,4134,2,0,2
3710,4135,2,0,2
3713,4138,2,0,2
3714,4139,2,0,2
3715,4140,2,0,2
3716,4141,2,0,2
3717,4142,2,0,2
3720,4145,2,0,2
3721,4146,2,0,2
3722,4147,2,0,2
3723,4148,2,0,2
3724,4149,2,0,2
3725,4150,2,0,2
3726,4151,2,0,2
3727,4152,2,0,2
3728,4153,2,0,2
3729,4154,2,0,2
3730,4155,2,0,2
3731,4156,2,0,2
3732,4157,2,0,2
3733,4158,2,0,2
3734,4159,2,0,2
3735,4160,2,0,2
3736,4161,2,0,2
3737,4162,2,0,2
3738,4163,2,0,2
3739,4164,2,0,2
3740,4165,2,0,2
3741,4166,2,0,2
3742,4167,2,0,2
3743,4168,2,0,2
3744,4169,2,0,2
3745,4170,2,0,2
3746,4171,2,0,2
3747,4172,2,0,2
3748,4173,2,0,2
3749,4174,2,0,2
3750,4175,2,0,2
3751,4176,2,0,2
3752,4177,2,0,2
3753,4178,2,0,2
3754,4179,2,0,2
3755,4180,2,0,2
3756,4181,2,0,2
3757,4182,2,0,2
3758,4183,2,0,2
3759,4184,2,0,2
3760,4185,2,0,2
3761,4186,2,0,2
3762,4187,2,0,2
3763,4188,2,0,2
3764,4189,2,0,2
3765,4190,2,0,2
3766,4191,2,0,2
3767,4192,2,0,2
3768,4193,2,0,2
3769,4194,2,0,2
3775,4200,2,0,2
3784,4209,2,0,2
3785,4210,2,0,2
3792,4217,2,0,2
3812,4237,2,0,2
3824,4249,2,0,2
3825,4250,2,0,2
3837,4263,2,0,2
3865,4291,2,0,2
3867,4293,2,0,2
3870,4296,2,0,2
3871,4297,2,0,2
3874,4300,2,0,2
3876,4302,2,0,2
3880,4306,2,0,2
3887,4313,2,0,2
3888,4314,2,0,2
3889,4315,2,0,2
3901,4328,2,0,2
3902,4329,2,0,2
3924,4352,2,0,2
3927,4356,2,0,2
3939,4370,2,0,2
3959,4413,2,0,2
3961,4415,2,0,2
3963,4417,2,0,2
3964,4418,2,0,2
3973,4427,2,0,2
3974,4428,2,0,2
3976,4430,2,0,2
3989,4443,0,2,2
3993,4447,2,0,2
3996,4450,2,0,2
3997,4451,2,0,2
4000,4454,2,0,2
4003,4457,2,0,2
4019,4474,2,0,2
4022,4477,2,0,2
4024,4479,2,0,2
4025,4480,2,0,2
4027,4482,2,0,2
4029,4484,2,0,2
4032,4487,2,0,2
4045,4501,2,0,2
4052,4508,2,0,2
4059,4515,2,0,2
4061,4517,2,0,2
4062,4518,2,0,2
4090,4546,2,0,2
4092,4548,2,0,2
4093,4549,2,0,2
4095,4551,2,0,2
4096,4552,2,0,2
4097,4553,2,0,2
4102,4558,2,0,2
4107,4563,2,0,2
4112,4567,0,2,2
4116,4571,2,0,2
4118,4573,2,0,2
4128,4583,2,0,2
4134,4589,2,0,2
4143,4598,2,0,2
4145,4600,2,0,2
4151,4606,2,0,2
4171,4626,2,0,2
4185,4640,2,0,2
4196,4651,2,0,2
4197,4652,2,0,2
4215,4670,2,0,2
4222,4677,2,0,2
4231,4686,2,0,2
4234,4689,2,0,2
4235,4690,0,2,2
4248,4703,2,0,2
4249,4704,2,0,2
4250,4705,2,0,2
4258,4713,2,0,2
4259,4714,2,0,2
4260,4715,2,0,2
4284,4739,2,0,2
4285,4740,2,0,2
4288,4743,2,0,2
4296,4751,2,0,2
4297,4752,2,0,2
4302,4757,2,0,2
4304,4759,2,0,2
4316,4771,2,0,2
4320,4775,2,0,2
4323,4778,2,0,2
4357,4813,2,0,2
4366,4822,2,0,2
4370,4826,2,0,2
4372,4828,2,0,2
4394,5303,2,0,2
4399,5308,2,0,2
4402,5311,2,0,2
4405,5314,2,0,2
4426,5335,2,0,2
4431,5340,2,0,2
4433,5342,2,0,2
4492,MM,2,0,2
4527,WS,2,0,2
4529,X,2,0,2
4532,Y,2,0,2
3,0003,1,0,1
81,0081,1,0,1
99,0099,1,0,1
109,0109,1,0,1
132,0133,1,0,1
136,0139,1,0,1
146,0149,1,0,1
149,0152,1,0,1
150,0153,1,0,1
152,0155,1,0,1
207,0211,1,0,1
210,0214,1,0,1
215,0219,1,0,1
217,0221,1,0,1
221,0225,1,0,1
252,0257,1,0,1
256,0261,1,0,1
287,0296,1,0,1
313,0322,1,0,1
363,0375,0,1,1
380,0392,0,1,1
381,0393,0,1,1
382,0394,0,1,1
384,0396,0,1,1
385,0397,0,1,1
459,0557,1,0,1
460,0558,1,0,1
469,0568,1,0,1
489,0588,1,0,1
502,0601,1,0,1
503,0602,1,0,1
504,0603,1,0,1
507,0606,1,0,1
508,0607,1,0,1
510,0609,1,0,1
512,0611,1,0,1
515,0614,1,0,1
516,0615,1,0,1
517,0616,1,0,1
520,0619,1,0,1
521,0620,1,0,1
522,0621,1,0,1
528,0627,1,0,1
534,0633,1,0,1
544,0643,1,0,1
560,0659,1,0,1
563,0662,1,0,1
565,0664,1,0,1
566,0665,1,0,1
568,0667,1,0,1
571,0670,1,0,1
576,0675,1,0,1
577,0676,1,0,1
582,0681,1,0,1
587,0686,1,0,1
594,0693,1,0,1
595,0694,1,0,1
597,0696,1,0,1
615,0714,1,0,1
631,0730,1,0,1
632,0731,1,0,1
699,0799,1,0,1
705,0805,1,0,1
709,0809,1,0,1
712,0812,1,0,1
719,0819,1,0,1
739,0840,1,0,1
744,0845,1,0,1
747,0849,1,0,1
748,0850,1,0,1
749,0851,1,0,1
750,0852,1,0,1
751,0853,1,0,1
762,0864,1,0,1
767,0869,1,0,1
768,0870,1,0,1
769,0871,1,0,1
770,0872,1,0,1
777,0879,1,0,1
792,0894,1,0,1
801,0903,1,0,1
802,0904,1,0,1
803,0905,1,0,1
806,0908,1,0,1
807,0909,1,0,1
861,0963,1,0,1
883,0985,1,0,1
892,0994,1,0,1
901,1003,1,0,1
903,1005,1,0,1
907,1009,0,1,1
